primary_label,support,same_col,best_col,remapped,strength,same_auc,best_auc,same_corr,best_corr
dwatin1,0,107,107,False,0.0,,,,
epaori4,0,108,108,False,0.0,,,,
eulfly1,0,109,109,False,0.0,,,,
fabwre1,0,110,110,False,0.0,,,,
fepowl,0,111,111,False,0.0,,,,
ficman1,0,112,112,False,0.0,,,,
flawar1,0,113,113,False,0.0,,,,
fotfly,0,114,114,False,0.0,,,,
fusfly1,3,115,115,False,0.0,0.94373524,0.97304964,0.11328227,0.19377068
gilhum1,0,116,116,False,0.0,,,,
giwrai1,0,117,117,False,0.0,,,,
glteme1,0,118,118,False,0.0,,,,
grasal3,0,119,119,False,0.0,,,,
greani1,0,120,120,False,0.0,,,,
greant1,0,121,121,False,0.0,,,,
greela,0,122,122,False,0.0,,,,
grekis,0,123,123,False,0.0,,,,
grepot1,0,124,124,False,0.0,,,,
gretho2,0,125,125,False,0.0,,,,
greyel,0,126,126,False,0.0,,,,
grfdov1,0,127,127,False,0.0,,,,
grhtan1,0,128,128,False,0.0,,,,
gycwor1,0,129,129,False,0.0,,,,
horscr1,0,130,130,False,0.0,,,,
houspa,0,131,131,False,0.0,,,,
hyamac1,10,132,132,False,0.0,0.97636104,0.99899715,0.35336086,0.552688
larela1,0,133,133,False,0.0,,,,
lesela1,0,134,134,False,0.0,,,,
lesgrf1,0,135,135,False,0.0,,,,
limpki,3,136,221,True,0.88,0.6888889,0.9744681,0.015411586,0.21325926
linwoo1,0,137,137,False,0.0,,,,
litcuc2,0,138,138,False,0.0,,,,
litnig1,37,139,139,False,0.0,0.8956378,0.8956378,0.36331326,0.36331326
mabpar,0,140,140,False,0.0,,,,
magant1,5,141,218,True,0.88,0.6153627,0.96842104,-0.0041152104,0.19748445
magtan2,0,142,142,False,0.0,,,,
masgna1,0,143,143,False,0.0,,,,
nacnig1,11,144,144,False,0.0,0.94600236,0.98943526,0.22268124,0.5467299
ocecra1,0,145,145,False,0.0,,,,
oliwoo1,0,146,146,False,0.0,,,,
orbtro3,0,147,147,False,0.0,,,,
orwpar,13,148,148,False,0.0,0.9090205,0.95716655,0.19860974,0.29411426
osprey,0,149,149,False,0.0,,,,
pabspi1,0,150,150,False,0.0,,,,
palhor3,0,151,151,False,0.0,,,,
paltan1,0,152,152,False,0.0,,,,
phecuc1,0,153,153,False,0.0,,,,
picpig2,0,154,154,False,0.0,,,,
pirfly1,0,155,155,False,0.0,,,,
plasla1,0,156,156,False,0.0,,,,
platyr1,0,157,157,False,0.0,,,,
plcjay1,0,158,158,False,0.0,,,,
pluibi1,0,159,159,False,0.0,,,,
purjay1,5,160,148,True,0.88,0.68819344,0.96358466,0.04304676,0.20492966
pvttyr1,0,161,161,False,0.0,,,,
ragmac1,0,162,162,False,0.0,,,,
rebscy1,0,163,163,False,0.0,,,,
recfin1,0,164,164,False,0.0,,,,
redjun,12,165,7,True,0.88,0.2534722,0.88948756,-0.09455144,0.1598247
relser1,0,166,166,False,0.0,,,,
rinkin1,0,167,167,False,0.0,,,,
rivwar1,0,168,168,False,0.0,,,,
roahaw,0,169,169,False,0.0,,,,
rubthr1,0,170,170,False,0.0,,,,
rufcac2,0,171,171,False,0.0,,,,
rufcas2,0,172,172,False,0.0,,,,
rufgna3,0,173,173,False,0.0,,,,
rufhor2,4,174,158,True,0.88,0.6150568,0.9818892,-0.009999934,0.3230559
rufnig1,0,175,175,False,0.0,,,,
ruftho1,0,176,176,False,0.0,,,,
ruftof1,0,177,177,False,0.0,,,,
rumfly1,0,178,178,False,0.0,,,,
ruther1,1,179,179,False,0.0,,,,
rutjac1,1,180,180,False,0.0,,,,
sabspa1,0,181,181,False,0.0,,,,
saffin,0,182,182,False,0.0,,,,
saytan1,0,183,183,False,0.0,,,,
scadov1,0,184,184,False,0.0,,,,
schpar1,0,185,185,False,0.0,,,,
scther1,0,186,186,False,0.0,,,,
shcfly1,0,187,187,False,0.0,,,,
shshaw,0,188,188,False,0.0,,,,
shtnig1,0,189,189,False,0.0,,,,
sibtan2,1,190,190,False,0.0,,,,
smbani,0,191,191,False,0.0,,,,
smbtin1,0,192,192,False,0.0,,,,
sobcac1,0,193,193,False,0.0,,,,
sobtyr1,0,194,194,False,0.0,,,,
socfly1,0,195,195,False,0.0,,,,
sofspi1,0,196,196,False,0.0,,,,
souant1,0,197,197,False,0.0,,,,
soulap1,0,198,198,False,0.0,,,,
souscr1,0,199,199,False,0.0,,,,
spbant3,0,200,200,False,0.0,,,,
spispi1,0,201,201,False,0.0,,,,
sptnig1,0,202,202,False,0.0,,,,
squcuc1,0,203,203,False,0.0,,,,
stbwoo2,0,204,204,False,0.0,,,,
strcuc1,0,205,205,False,0.0,,,,
strher2,2,206,49,True,0.88,0.87110484,0.9922096,0.03486798,0.27850488
strowl1,0,207,207,False,0.0,,,,
swthum1,0,208,208,False,0.0,,,,
swtman1,0,209,209,False,0.0,,,,
tattin1,0,210,210,False,0.0,,,,
thlwre1,0,211,211,False,0.0,,,,
toctou1,0,212,212,False,0.0,,,,
trokin,0,213,213,False,0.0,,,,
trsowl,26,214,214,False,0.0,0.8679788,0.91664785,0.34322438,0.4758405
undtin1,43,215,197,True,0.8280889,0.66574574,0.803637,0.14064375,0.28195348
varant1,0,216,216,False,0.0,,,,
watjac1,0,217,217,False,0.0,,,,
wesfie1,0,218,218,False,0.0,,,,
wfwduc1,1,219,219,False,0.0,,,,
whbant2,0,220,220,False,0.0,,,,
whbwar2,0,221,221,False,0.0,,,,
whiwoo1,0,222,222,False,0.0,,,,
whlspi1,0,223,223,False,0.0,,,,
whnjay1,0,224,224,False,0.0,,,,
whtdov,63,225,158,True,0.88,0.81988436,0.9733481,0.28345013,0.65798646
whwpic1,0,226,226,False,0.0,,,,
y00678,0,227,227,False,0.0,,,,
yebcar,0,228,228,False,0.0,,,,
yebela1,0,229,229,False,0.0,,,,
yecmac,0,230,230,False,0.0,,,,
yecpar,0,231,231,False,0.0,,,,
yehcar1,0,232,232,False,0.0,,,,
yeofly1,0,233,233,False,0.0,,,,
